Status Account,Months,Credit History,Purpose,Credit Amount,Savings,Employment,Installment Rate,Personal Status,Guarators,Residence,Property,Age,Other Installment,Housing,Credit Cards,Job,Dependents,Phone,Foreign Worker,Credit Rating
4,48,existing credits paid back duly till now,business,4844,1,1,3,male (single),none,2,car or other,33,bank,rent,1,highly qualified employee,1,"yes, registered under the customers name",yes,Bad
3,21,existing credits paid back duly till now,car (new),2923,2,3,1,female (divorce),none,1,car or other,28,bank,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
1,36,existing credits paid back duly till now,car (used),8229,1,3,2,male (single),none,2,life insurance,26,none,own,1,skilled-employee,2,none,yes,Bad
4,24,critical account,furniture/equipment,2028,1,4,2,male (single),none,2,life insurance,30,none,own,2,unskilled - resident,1,none,yes,Good
1,15,critical account,furniture/equipment,1433,1,3,4,female (divorce),none,3,life insurance,25,none,rent,2,skilled-employee,1,none,yes,Good
3,42,no credits taken/ all credits paid back duly,business,6289,1,2,2,male (divorce),none,1,life insurance,33,none,own,2,skilled-employee,1,none,yes,Good
4,13,existing credits paid back duly till now,radio/television,1409,2,1,2,female (divorce),none,4,real estate,64,none,own,1,skilled-employee,1,none,yes,Good
1,24,existing credits paid back duly till now,car (used),6579,1,1,4,male (single),none,2,no property,29,none,for free,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
2,24,critical account,radio/television,1743,1,5,4,male (single),none,2,life insurance,48,none,own,2,unskilled - resident,1,none,yes,Good
4,12,critical account,education,3565,5,2,2,male (single),none,1,life insurance,37,none,own,2,unskilled - resident,2,none,yes,Good
4,15,all credits at this bank paid back duly,radio/television,1569,2,5,4,male (single),none,4,car or other,34,bank,own,1,unskilled - resident,2,none,yes,Good
1,18,existing credits paid back duly till now,radio/television,1936,5,4,2,male (married),none,4,car or other,23,none,rent,2,unskilled - resident,1,none,yes,Good
1,36,existing credits paid back duly till now,furniture/equipment,3959,1,1,4,male (single),none,3,life insurance,30,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
4,12,existing credits paid back duly till now,car (new),2390,5,5,4,male (single),none,3,car or other,50,none,own,1,skilled-employee,1,"yes, registered under the customers name",yes,Good
4,12,existing credits paid back duly till now,furniture/equipment,1736,1,4,3,female (divorce),none,4,real estate,31,none,own,1,unskilled - resident,1,none,yes,Good
1,30,existing credits paid back duly till now,car (used),3857,1,3,4,male (divorce),none,4,life insurance,40,none,own,1,highly qualified employee,1,"yes, registered under the customers name",yes,Good
4,12,existing credits paid back duly till now,radio/television,804,1,5,4,male (single),none,4,car or other,38,none,own,1,skilled-employee,1,none,yes,Good
1,45,existing credits paid back duly till now,radio/television,1845,1,3,4,male (single),none,4,no property,23,none,for free,1,skilled-employee,1,"yes, registered under the customers name",yes,Bad
2,45,critical account,car (used),4576,2,1,3,male (single),none,4,car or other,27,none,own,1,skilled-employee,1,none,yes,Good
